signal_date,available_date,MLP
2020-01-02,2020-01-03,-0.40625
2020-01-03,2020-01-06,-0.609375
2020-01-06,2020-01-07,-0.62109375
2020-01-07,2020-01-08,-0.92578125
2020-01-08,2020-01-09,-1.03125
2020-01-09,2020-01-10,-0.8828125
2020-01-10,2020-01-13,-0.498046875
2020-01-13,2020-01-14,-0.5625
2020-01-14,2020-01-15,-0.61328125
2020-01-15,2020-01-16,-0.08544921875
2020-01-16,2020-01-17,0.0830078125
2020-01-17,2020-01-20,-0.07470703125
2020-01-20,2020-01-21,-0.294921875
2020-01-21,2020-01-22,-0.189453125
2020-01-22,2020-01-23,-0.1943359375
2020-01-23,2020-02-03,-0.51171875
2020-02-03,2020-02-04,-0.1767578125
2020-02-04,2020-02-05,0.251953125
2020-02-05,2020-02-06,0.251953125
2020-02-06,2020-02-07,0.248046875
2020-02-07,2020-02-10,0.1435546875
2020-02-10,2020-02-11,-0.123046875
2020-02-11,2020-02-12,-0.5
2020-02-12,2020-02-13,0.09033203125
2020-02-13,2020-02-14,0.043212890625
2020-02-14,2020-02-17,0.57421875
2020-02-17,2020-02-18,0.25
2020-02-18,2020-02-19,-0.453125
2020-02-19,2020-02-20,-0.26171875
2020-02-20,2020-02-21,-0.8046875
2020-02-21,2020-02-24,-0.9453125
2020-02-24,2020-02-25,-0.40625
2020-02-25,2020-02-26,-0.78515625
2020-02-26,2020-02-27,-0.1435546875
2020-02-27,2020-02-28,-0.06689453125
2020-02-28,2020-03-02,0.28515625
2020-03-02,2020-03-03,0.373046875
2020-03-03,2020-03-04,0.29296875
2020-03-04,2020-03-05,0.38671875
2020-03-05,2020-03-06,0.283203125
2020-03-06,2020-03-09,0.41796875
2020-03-09,2020-03-10,0.2470703125
2020-03-10,2020-03-11,0.41796875
2020-03-11,2020-03-12,-0.00799560546875
2020-03-12,2020-03-13,0.359375
2020-03-13,2020-03-16,0.67578125
2020-03-16,2020-03-17,0.61328125
2020-03-17,2020-03-18,0.42578125
2020-03-18,2020-03-19,-0.05078125
2020-03-19,2020-03-20,0.62890625
2020-03-20,2020-03-23,0.447265625
2020-03-23,2020-03-24,0.3984375
2020-03-24,2020-03-25,0.271484375
2020-03-25,2020-03-26,0.10205078125
2020-03-26,2020-03-27,0.18359375
2020-03-27,2020-03-30,0.2734375
2020-03-30,2020-03-31,0.08740234375
2020-03-31,2020-04-01,0.111328125
2020-04-01,2020-04-02,0.1845703125
2020-04-02,2020-04-03,0.31640625
2020-04-03,2020-04-07,0.439453125
2020-04-07,2020-04-08,0.419921875
2020-04-08,2020-04-09,0.326171875
2020-04-09,2020-04-10,0.609375
2020-04-10,2020-04-13,0.62890625
2020-04-13,2020-04-14,0.482421875
2020-04-14,2020-04-15,0.458984375
2020-04-15,2020-04-16,0.55078125
2020-04-16,2020-04-17,0.380859375
2020-04-17,2020-04-20,0.419921875
2020-04-20,2020-04-21,0.40234375
2020-04-21,2020-04-22,-0.37109375
2020-04-22,2020-04-23,-0.91015625
2020-04-23,2020-04-24,-0.5078125
2020-04-24,2020-04-27,-0.208984375
2020-04-27,2020-04-28,0.123046875
