signal_date,available_date,MLP
2025-06-30,2025-07-01,-0.16015625
2025-07-01,2025-07-02,-0.2197265625
2025-07-02,2025-07-03,-0.314453125
2025-07-03,2025-07-04,-0.4140625
2025-07-04,2025-07-07,-0.48828125
2025-07-07,2025-07-08,-0.36328125
2025-07-08,2025-07-09,-0.462890625
2025-07-09,2025-07-10,-0.498046875
2025-07-10,2025-07-11,-0.25
2025-07-11,2025-07-14,-0.287109375
2025-07-14,2025-07-15,-0.326171875
2025-07-15,2025-07-16,-0.30859375
2025-07-16,2025-07-17,-0.263671875
2025-07-17,2025-07-18,-0.435546875
2025-07-18,2025-07-21,-0.2255859375
2025-07-21,2025-07-22,-0.392578125
2025-07-22,2025-07-23,-0.212890625
2025-07-23,2025-07-24,-0.20703125
2025-07-24,2025-07-25,-0.1611328125
2025-07-25,2025-07-28,-0.330078125
2025-07-28,2025-07-29,-0.578125
2025-07-29,2025-07-30,-0.6484375
2025-07-30,2025-07-31,-0.7734375
2025-07-31,2025-08-01,-0.57421875
2025-08-01,2025-08-04,-0.6484375
2025-08-04,2025-08-05,-0.67578125
2025-08-05,2025-08-06,-0.71484375
2025-08-06,2025-08-07,-0.478515625
2025-08-07,2025-08-08,-0.279296875
2025-08-08,2025-08-11,-0.06689453125
2025-08-11,2025-08-12,-0.0576171875
2025-08-12,2025-08-13,-0.058837890625
2025-08-13,2025-08-14,-0.294921875
2025-08-14,2025-08-15,-0.384765625
2025-08-15,2025-08-18,-0.484375
2025-08-18,2025-08-19,-0.375
2025-08-19,2025-08-20,-0.1337890625
2025-08-20,2025-08-21,-0.24609375
2025-08-21,2025-08-22,-0.30078125
2025-08-22,2025-08-25,-0.298828125
2025-08-25,2025-08-26,-0.326171875
2025-08-26,2025-08-27,-0.408203125
2025-08-27,2025-08-28,-0.263671875
2025-08-28,2025-08-29,-0.51171875
2025-08-29,2025-09-01,-0.5078125
2025-09-01,2025-09-02,-0.07763671875
2025-09-02,2025-09-03,-0.10888671875
2025-09-03,2025-09-04,-0.1552734375
2025-09-04,2025-09-05,0.027099609375
2025-09-05,2025-09-08,0.0556640625
2025-09-08,2025-09-09,-0.051513671875
2025-09-09,2025-09-10,0.040771484375
2025-09-10,2025-09-11,-0.09521484375
2025-09-11,2025-09-12,-0.13671875
2025-09-12,2025-09-15,-0.279296875
2025-09-15,2025-09-16,-0.1796875
2025-09-16,2025-09-17,-0.10107421875
2025-09-17,2025-09-18,0.028564453125
2025-09-18,2025-09-19,-0.056884765625
2025-09-19,2025-09-22,0.14453125
2025-09-22,2025-09-23,-0.06884765625
2025-09-23,2025-09-24,0.208984375
2025-09-24,2025-09-25,0.23828125
2025-09-25,2025-09-26,0.443359375
2025-09-26,2025-09-29,0.439453125
2025-09-29,2025-09-30,0.45703125
2025-09-30,2025-10-09,0.1259765625
2025-10-09,2025-10-10,0.41015625
2025-10-10,2025-10-13,0.1630859375
2025-10-13,2025-10-14,-0.005462646484375
2025-10-14,2025-10-15,-0.091796875
2025-10-15,2025-10-16,-0.158203125
2025-10-16,2025-10-17,-0.2294921875
2025-10-17,2025-10-20,-0.1435546875
2025-10-20,2025-10-21,-0.07861328125
2025-10-21,2025-10-22,-0.251953125
2025-10-22,2025-10-23,-0.005615234375
2025-10-23,2025-10-24,0.212890625
2025-10-24,2025-10-27,0.1953125
2025-10-27,2025-10-28,0.298828125
2025-10-28,2025-10-29,0.443359375
2025-10-29,2025-10-30,0.455078125
2025-10-30,2025-10-31,0.390625
2025-10-31,2025-11-03,0.58984375
2025-11-03,2025-11-04,-0.1455078125
2025-11-04,2025-11-05,-0.042236328125
2025-11-05,2025-11-06,0.0001220703125
2025-11-06,2025-11-07,0.0947265625
2025-11-07,2025-11-10,0.029541015625
2025-11-10,2025-11-11,0.146484375
2025-11-11,2025-11-12,0.0615234375
2025-11-12,2025-11-13,-0.271484375
2025-11-13,2025-11-14,0.0174560546875
2025-11-14,2025-11-17,0.023193359375
2025-11-17,2025-11-18,-0.0771484375
2025-11-18,2025-11-19,0.109375
2025-11-19,2025-11-20,0.1953125
2025-11-20,2025-11-21,-0.11181640625
2025-11-21,2025-11-24,0.201171875
2025-11-24,2025-11-25,0.125
2025-11-25,2025-11-26,0.203125
2025-11-26,2025-11-27,0.22265625
2025-11-27,2025-11-28,0.66796875
2025-11-28,2025-12-01,0.66796875
2025-12-01,2025-12-02,0.326171875
2025-12-02,2025-12-03,0.1552734375
2025-12-03,2025-12-04,0.423828125
2025-12-04,2025-12-05,0.37109375
2025-12-05,2025-12-08,0.56640625
2025-12-08,2025-12-09,0.46484375
2025-12-09,2025-12-10,0.2255859375
2025-12-10,2025-12-11,0.33984375
2025-12-11,2025-12-12,0.40625
2025-12-12,2025-12-15,0.37890625
2025-12-15,2025-12-16,0.3515625
2025-12-16,2025-12-17,0.431640625
2025-12-17,2025-12-18,0.326171875
2025-12-18,2025-12-19,0.4609375
2025-12-19,2025-12-22,0.5
2025-12-22,2025-12-23,0.27734375
2025-12-23,2025-12-24,-0.023681640625
2025-12-24,2025-12-25,-0.271484375
2025-12-25,2025-12-26,-0.19921875
2025-12-26,2025-12-29,-0.1943359375
2025-12-29,2025-12-30,-0.30859375
2025-12-30,2025-12-31,-0.1376953125
2025-12-31,2026-01-05,0.150390625
2026-01-05,2026-01-06,0.0189208984375
2026-01-06,2026-01-07,0.5
2026-01-07,2026-01-08,0.1435546875
