signal_date,available_date,MLP
2025-12-31,2026-01-05,-0.1455078125
2026-01-05,2026-01-06,0.111328125
2026-01-06,2026-01-07,0.01226806640625
2026-01-07,2026-01-08,0.09033203125
2026-01-08,2026-01-09,-0.003631591796875
2026-01-09,2026-01-12,0.177734375
2026-01-12,2026-01-13,0.2177734375
2026-01-13,2026-01-14,0.158203125
2026-01-14,2026-01-15,0.050537109375
2026-01-15,2026-01-16,0.251953125
2026-01-16,2026-01-19,0.1259765625
2026-01-19,2026-01-20,0.12890625
2026-01-20,2026-01-21,0.103515625
2026-01-21,2026-01-22,0.1611328125
2026-01-22,2026-01-23,0.2373046875
2026-01-23,2026-01-26,0.26953125
2026-01-26,2026-01-27,0.470703125
2026-01-27,2026-01-28,0.4140625
2026-01-28,2026-01-29,-0.158203125
2026-01-29,2026-01-30,-0.076171875
2026-01-30,2026-02-02,0.0166015625
2026-02-02,2026-02-03,-0.1201171875
2026-02-03,2026-02-04,-0.0228271484375
2026-02-04,2026-02-05,0.0498046875
2026-02-05,2026-02-06,0.0859375
2026-02-06,2026-02-09,0.01116943359375
2026-02-09,2026-02-10,0.0279541015625
2026-02-10,2026-02-11,0.03369140625
2026-02-11,2026-02-12,0.0169677734375
2026-02-12,2026-02-13,-0.00347900390625
2026-02-13,2026-02-24,-0.04150390625
2026-02-24,2026-02-25,0.021484375
2026-02-25,2026-02-26,0.0361328125
2026-02-26,2026-02-27,0.021728515625
2026-02-27,2026-03-02,0.04248046875
2026-03-02,2026-03-03,0.07275390625
2026-03-03,2026-03-04,-0.0556640625
2026-03-04,2026-03-05,-0.083984375
2026-03-05,2026-03-06,-0.08447265625
2026-03-06,2026-03-09,0.00469970703125
2026-03-09,2026-03-10,0.061767578125
2026-03-10,2026-03-11,0.0517578125
2026-03-11,2026-03-12,0.0908203125
2026-03-12,2026-03-13,0.1552734375
2026-03-13,2026-03-16,0.18359375
2026-03-16,2026-03-17,0.16015625
2026-03-17,2026-03-18,0.189453125
2026-03-18,2026-03-19,0.1376953125
2026-03-19,2026-03-20,0.09326171875
2026-03-20,2026-03-23,-0.1298828125
2026-03-23,2026-03-24,-0.2099609375
2026-03-24,2026-03-25,-0.1103515625
2026-03-25,2026-03-26,-0.08154296875
2026-03-26,2026-03-27,-0.03173828125
2026-03-27,2026-03-30,-0.034912109375
2026-03-30,2026-03-31,-0.00927734375
2026-03-31,2026-04-01,-0.0947265625
2026-04-01,2026-04-02,-0.12255859375
2026-04-02,2026-04-03,-0.173828125
2026-04-03,2026-04-07,-0.1962890625
2026-04-07,2026-04-08,-0.1279296875
2026-04-08,2026-04-09,-0.103515625
2026-04-09,2026-04-10,-0.11669921875
2026-04-10,2026-04-13,-0.00445556640625
2026-04-13,2026-04-14,-0.021240234375
2026-04-14,2026-04-15,-0.11279296875
2026-04-15,2026-04-16,-0.267578125
2026-04-16,2026-04-17,-0.08935546875
2026-04-17,2026-04-20,0.1103515625
2026-04-20,2026-04-21,0.039794921875
2026-04-21,2026-04-22,-0.027587890625
2026-04-22,2026-04-23,0.040283203125
2026-04-23,2026-04-24,0.019287109375
2026-04-24,2026-04-27,-0.050537109375
2026-04-27,2026-04-28,0.03515625
2026-04-28,2026-04-29,-0.07958984375
2026-04-29,2026-04-30,-0.036376953125
2026-04-30,2026-05-06,-0.01007080078125
2026-05-06,2026-05-07,0.5546875
2026-05-07,2026-05-08,0.515625
2026-05-08,2026-05-11,0.640625
2026-05-11,2026-05-12,1.0703125
2026-05-12,2026-05-13,0.921875
2026-05-13,2026-05-14,0.96875
2026-05-14,2026-05-15,0.9296875
2026-05-15,2026-05-18,0.86328125
2026-05-18,2026-05-19,0.87109375
2026-05-19,2026-05-20,0.80859375
2026-05-20,2026-05-21,0.734375
2026-05-21,2026-05-22,0.25
2026-05-22,2026-05-25,0.52734375
2026-05-25,2026-05-26,0.52734375
2026-05-26,2026-05-27,0.412109375
2026-05-27,2026-05-28,0.244140625
2026-05-28,2026-05-29,0.427734375
2026-05-29,2026-06-01,0.1181640625
2026-06-01,2026-06-02,0.435546875
2026-06-02,2026-06-03,0.76171875
2026-06-03,2026-06-04,0.9296875
2026-06-04,2026-06-05,0.8671875
2026-06-05,2026-06-08,0.8046875
2026-06-08,2026-06-09,0.625
2026-06-09,2026-06-10,0.55078125
2026-06-10,2026-06-11,0.7890625
2026-06-11,2026-06-12,0.96875
2026-06-12,2026-06-15,1.1484375
2026-06-15,2026-06-16,1.375
2026-06-16,2026-06-17,1.1640625
2026-06-17,2026-06-18,1.0234375
2026-06-18,2026-06-22,1.0234375
2026-06-22,2026-06-23,1.2734375
2026-06-23,2026-06-24,1.1171875
2026-06-24,2026-06-25,0.79296875
2026-06-25,2026-06-26,0.34375
2026-06-26,2026-06-29,0.1611328125
2026-06-29,2026-06-30,0.40625
2026-06-30,2026-07-01,0.953125
2026-07-01,2026-07-02,0.86328125
2026-07-02,2026-07-03,0.6640625
2026-07-03,2026-07-06,0.765625
2026-07-06,2026-07-07,0.703125
2026-07-07,2026-07-08,0.73046875
2026-07-08,2026-07-09,0.9140625
2026-07-09,2026-07-10,0.72265625
2026-07-10,2026-07-13,0.765625
2026-07-13,2026-07-14,0.54296875
2026-07-14,2026-07-15,0.6640625
2026-07-15,2026-07-16,0.71875
2026-07-16,2026-07-17,0.609375
2026-07-17,2026-07-20,0.55859375
2026-07-20,2026-07-21,0.671875
2026-07-21,2026-07-22,0.515625
2026-07-22,2026-07-23,0.55859375
