signal_date,available_date,MLP
2025-06-30,2025-07-01,-0.1953125
2025-07-01,2025-07-02,-0.0247802734375
2025-07-02,2025-07-03,-0.279296875
2025-07-03,2025-07-04,-0.2353515625
2025-07-04,2025-07-07,-0.166015625
2025-07-07,2025-07-08,-0.1728515625
2025-07-08,2025-07-09,-0.28515625
2025-07-09,2025-07-10,-0.07958984375
2025-07-10,2025-07-11,-0.1884765625
2025-07-11,2025-07-14,0.007415771484375
2025-07-14,2025-07-15,-0.09326171875
2025-07-15,2025-07-16,-0.171875
2025-07-16,2025-07-17,-0.11962890625
2025-07-17,2025-07-18,-0.2431640625
2025-07-18,2025-07-21,-0.404296875
2025-07-21,2025-07-22,-0.37890625
2025-07-22,2025-07-23,-0.416015625
2025-07-23,2025-07-24,-0.5546875
2025-07-24,2025-07-25,-0.37109375
2025-07-25,2025-07-28,-0.328125
2025-07-28,2025-07-29,-0.2216796875
2025-07-29,2025-07-30,-0.12890625
2025-07-30,2025-07-31,-0.2314453125
2025-07-31,2025-08-01,-0.5703125
2025-08-01,2025-08-04,-0.6640625
2025-08-04,2025-08-05,-0.65625
2025-08-05,2025-08-06,-0.52734375
2025-08-06,2025-08-07,-0.1787109375
2025-08-07,2025-08-08,-0.17578125
2025-08-08,2025-08-11,-0.1904296875
2025-08-11,2025-08-12,-0.1611328125
2025-08-12,2025-08-13,-0.1845703125
2025-08-13,2025-08-14,-0.224609375
2025-08-14,2025-08-15,0.14453125
2025-08-15,2025-08-18,0.1572265625
2025-08-18,2025-08-19,0.06591796875
2025-08-19,2025-08-20,0.166015625
2025-08-20,2025-08-21,-0.004608154296875
2025-08-21,2025-08-22,0.224609375
2025-08-22,2025-08-25,-0.1328125
2025-08-25,2025-08-26,-0.267578125
2025-08-26,2025-08-27,-0.291015625
2025-08-27,2025-08-28,-0.40625
2025-08-28,2025-08-29,-0.53515625
2025-08-29,2025-09-01,-0.3828125
2025-09-01,2025-09-02,-0.197265625
2025-09-02,2025-09-03,-0.111328125
2025-09-03,2025-09-04,-0.09716796875
2025-09-04,2025-09-05,-0.1015625
2025-09-05,2025-09-08,-0.2490234375
2025-09-08,2025-09-09,-0.302734375
2025-09-09,2025-09-10,-0.26171875
2025-09-10,2025-09-11,-0.2099609375
2025-09-11,2025-09-12,-0.392578125
2025-09-12,2025-09-15,-0.265625
2025-09-15,2025-09-16,-0.3515625
2025-09-16,2025-09-17,-0.330078125
2025-09-17,2025-09-18,-0.3671875
2025-09-18,2025-09-19,-0.2373046875
2025-09-19,2025-09-22,-0.0634765625
2025-09-22,2025-09-23,-0.078125
2025-09-23,2025-09-24,0.0194091796875
2025-09-24,2025-09-25,-0.03466796875
2025-09-25,2025-09-26,-0.0096435546875
2025-09-26,2025-09-29,0.014404296875
2025-09-29,2025-09-30,-0.1015625
2025-09-30,2025-10-09,-0.11376953125
2025-10-09,2025-10-10,0.1513671875
2025-10-10,2025-10-13,-0.010986328125
2025-10-13,2025-10-14,0.2177734375
2025-10-14,2025-10-15,0.130859375
2025-10-15,2025-10-16,0.0751953125
2025-10-16,2025-10-17,0.04638671875
2025-10-17,2025-10-20,0.1748046875
2025-10-20,2025-10-21,0.158203125
2025-10-21,2025-10-22,0.1533203125
2025-10-22,2025-10-23,0.11181640625
2025-10-23,2025-10-24,0.26953125
2025-10-24,2025-10-27,-0.1416015625
2025-10-27,2025-10-28,-0.0654296875
2025-10-28,2025-10-29,-0.28125
2025-10-29,2025-10-30,-0.12255859375
2025-10-30,2025-10-31,0.1552734375
2025-10-31,2025-11-03,-0.283203125
2025-11-03,2025-11-04,-0.158203125
2025-11-04,2025-11-05,0.171875
2025-11-05,2025-11-06,-0.01129150390625
2025-11-06,2025-11-07,0.016845703125
2025-11-07,2025-11-10,-0.02490234375
2025-11-10,2025-11-11,-0.1572265625
2025-11-11,2025-11-12,-0.2099609375
2025-11-12,2025-11-13,-0.15625
2025-11-13,2025-11-14,-0.2216796875
2025-11-14,2025-11-17,-0.150390625
2025-11-17,2025-11-18,-0.12109375
2025-11-18,2025-11-19,-0.2734375
2025-11-19,2025-11-20,-0.373046875
2025-11-20,2025-11-21,-0.26953125
2025-11-21,2025-11-24,-0.1357421875
2025-11-24,2025-11-25,0.1044921875
2025-11-25,2025-11-26,-0.12353515625
2025-11-26,2025-11-27,-0.0986328125
2025-11-27,2025-11-28,0.01446533203125
2025-11-28,2025-12-01,-0.06689453125
2025-12-01,2025-12-02,-0.392578125
2025-12-02,2025-12-03,-0.271484375
2025-12-03,2025-12-04,-0.208984375
2025-12-04,2025-12-05,-0.294921875
2025-12-05,2025-12-08,-0.24609375
2025-12-08,2025-12-09,-0.248046875
2025-12-09,2025-12-10,-0.26953125
2025-12-10,2025-12-11,-0.365234375
2025-12-11,2025-12-12,-0.16015625
2025-12-12,2025-12-15,-0.375
2025-12-15,2025-12-16,-0.345703125
2025-12-16,2025-12-17,-0.10986328125
2025-12-17,2025-12-18,-0.28125
2025-12-18,2025-12-19,-0.34765625
2025-12-19,2025-12-22,-0.1298828125
2025-12-22,2025-12-23,-0.2373046875
2025-12-23,2025-12-24,-0.04296875
2025-12-24,2025-12-25,-0.0634765625
2025-12-25,2025-12-26,-0.10791015625
2025-12-26,2025-12-29,-0.2158203125
2025-12-29,2025-12-30,-0.265625
2025-12-30,2025-12-31,-0.044189453125
2025-12-31,2026-01-05,-0.2119140625
2026-01-05,2026-01-06,-0.4453125
2026-01-06,2026-01-07,0.001739501953125
2026-01-07,2026-01-08,0.318359375
2026-01-08,2026-01-09,0.33203125
2026-01-09,2026-01-12,-0.298828125
2026-01-12,2026-01-13,-0.25
2026-01-13,2026-01-14,-0.10546875
2026-01-14,2026-01-15,-0.0274658203125
2026-01-15,2026-01-16,-0.1572265625
2026-01-16,2026-01-19,0.1376953125
2026-01-19,2026-01-20,0.08203125
2026-01-20,2026-01-21,0.07080078125
2026-01-21,2026-01-22,-0.060791015625
2026-01-22,2026-01-23,-0.05126953125
2026-01-23,2026-01-26,-0.03759765625
2026-01-26,2026-01-27,-0.01318359375
2026-01-27,2026-01-28,-0.07080078125
2026-01-28,2026-01-29,-0.072265625
2026-01-29,2026-01-30,-0.1708984375
2026-01-30,2026-02-02,-0.150390625
2026-02-02,2026-02-03,-0.09521484375
2026-02-03,2026-02-04,-0.453125
2026-02-04,2026-02-05,-0.35546875
2026-02-05,2026-02-06,-0.28125
2026-02-06,2026-02-09,-0.271484375
2026-02-09,2026-02-10,-0.349609375
2026-02-10,2026-02-11,-0.39453125
2026-02-11,2026-02-12,-0.4453125
2026-02-12,2026-02-13,-0.60546875
2026-02-13,2026-02-24,-0.412109375
2026-02-24,2026-02-25,-0.1015625
2026-02-25,2026-02-26,-0.1376953125
2026-02-26,2026-02-27,-0.07568359375
2026-02-27,2026-03-02,-0.09326171875
2026-03-02,2026-03-03,-0.0810546875
2026-03-03,2026-03-04,0.2109375
2026-03-04,2026-03-05,0.1767578125
2026-03-05,2026-03-06,0.052734375
2026-03-06,2026-03-09,-0.1640625
2026-03-09,2026-03-10,-0.50390625
2026-03-10,2026-03-11,-0.271484375
2026-03-11,2026-03-12,-0.3046875
2026-03-12,2026-03-13,-0.2734375
2026-03-13,2026-03-16,-0.1435546875
2026-03-16,2026-03-17,-0.15625
2026-03-17,2026-03-18,0.12451171875
2026-03-18,2026-03-19,-0.00469970703125
2026-03-19,2026-03-20,-0.26171875
2026-03-20,2026-03-23,0.059326171875
2026-03-23,2026-03-24,0.1875
2026-03-24,2026-03-25,0.1728515625
2026-03-25,2026-03-26,0.2412109375
2026-03-26,2026-03-27,0.2392578125
2026-03-27,2026-03-30,0.07666015625
2026-03-30,2026-03-31,0.111328125
2026-03-31,2026-04-01,0.181640625
2026-04-01,2026-04-02,-0.1064453125
2026-04-02,2026-04-03,0.11083984375
2026-04-03,2026-04-07,0.19140625
2026-04-07,2026-04-08,0.1875
2026-04-08,2026-04-09,-0.0986328125
2026-04-09,2026-04-10,0.056396484375
2026-04-10,2026-04-13,0.09716796875
2026-04-13,2026-04-14,-0.0048828125
2026-04-14,2026-04-15,-0.140625
2026-04-15,2026-04-16,0.10009765625
2026-04-16,2026-04-17,-0.283203125
2026-04-17,2026-04-20,-0.2421875
2026-04-20,2026-04-21,-0.05322265625
2026-04-21,2026-04-22,-0.0703125
2026-04-22,2026-04-23,-0.0294189453125
2026-04-23,2026-04-24,0.0018463134765625
2026-04-24,2026-04-27,-0.25390625
2026-04-27,2026-04-28,-0.265625
2026-04-28,2026-04-29,-0.44140625
2026-04-29,2026-04-30,-0.37890625
2026-04-30,2026-05-06,-0.1630859375
2026-05-06,2026-05-07,-0.2255859375
2026-05-07,2026-05-08,-0.314453125
2026-05-08,2026-05-11,-0.35546875
2026-05-11,2026-05-12,-0.60546875
2026-05-12,2026-05-13,-0.427734375
2026-05-13,2026-05-14,-0.5390625
2026-05-14,2026-05-15,-0.185546875
2026-05-15,2026-05-18,-0.12158203125
2026-05-18,2026-05-19,-0.12109375
2026-05-19,2026-05-20,-0.1767578125
2026-05-20,2026-05-21,-0.09814453125
2026-05-21,2026-05-22,0.040283203125
2026-05-22,2026-05-25,0.0048828125
2026-05-25,2026-05-26,-0.138671875
2026-05-26,2026-05-27,-0.166015625
2026-05-27,2026-05-28,-0.06396484375
2026-05-28,2026-05-29,0.080078125
2026-05-29,2026-06-01,-0.0128173828125
2026-06-01,2026-06-02,-0.1328125
2026-06-02,2026-06-03,-0.146484375
2026-06-03,2026-06-04,-0.0693359375
2026-06-04,2026-06-05,-0.251953125
2026-06-05,2026-06-08,-0.341796875
2026-06-08,2026-06-09,-0.25
2026-06-09,2026-06-10,-0.31640625
2026-06-10,2026-06-11,-0.2890625
2026-06-11,2026-06-12,-0.271484375
2026-06-12,2026-06-15,-0.2353515625
2026-06-15,2026-06-16,-0.294921875
2026-06-16,2026-06-17,-0.21875
2026-06-17,2026-06-18,-0.390625
2026-06-18,2026-06-22,-0.251953125
2026-06-22,2026-06-23,-0.345703125
2026-06-23,2026-06-24,-0.2041015625
2026-06-24,2026-06-25,-0.1416015625
2026-06-25,2026-06-26,-0.07275390625
2026-06-26,2026-06-29,0.068359375
2026-06-29,2026-06-30,0.01116943359375
2026-06-30,2026-07-01,0.0791015625
2026-07-01,2026-07-02,0.052490234375
2026-07-02,2026-07-03,0.0751953125
2026-07-03,2026-07-06,0.2001953125
2026-07-06,2026-07-07,0.22265625
2026-07-07,2026-07-08,0.32421875
2026-07-08,2026-07-09,-0.33203125
2026-07-09,2026-07-10,-0.4453125
2026-07-10,2026-07-13,-0.2294921875
2026-07-13,2026-07-14,-0.49609375
2026-07-14,2026-07-15,-0.2353515625
2026-07-15,2026-07-16,-0.43359375
2026-07-16,2026-07-17,-0.55078125
2026-07-17,2026-07-20,-0.431640625
2026-07-20,2026-07-21,-0.88671875
2026-07-21,2026-07-22,-0.83984375
2026-07-22,2026-07-23,-1.078125
