signal_date,available_date,MLP
2020-01-02,2020-01-03,0.34375
2020-01-03,2020-01-06,0.474609375
2020-01-06,2020-01-07,0.96875
2020-01-07,2020-01-08,1.1328125
2020-01-08,2020-01-09,1.109375
2020-01-09,2020-01-10,1.0546875
2020-01-10,2020-01-13,1.15625
2020-01-13,2020-01-14,1.1015625
2020-01-14,2020-01-15,1.046875
2020-01-15,2020-01-16,1.09375
2020-01-16,2020-01-17,0.98828125
2020-01-17,2020-01-20,0.76953125
2020-01-20,2020-01-21,0.81640625
2020-01-21,2020-01-22,0.6640625
2020-01-22,2020-01-23,0.84375
2020-01-23,2020-02-03,-0.74609375
2020-02-03,2020-02-04,-0.4609375
2020-02-04,2020-02-05,0.1875
2020-02-05,2020-02-06,0.8515625
2020-02-06,2020-02-07,0.671875
2020-02-07,2020-02-10,0.439453125
2020-02-10,2020-02-11,-0.044677734375
2020-02-11,2020-02-12,0.181640625
2020-02-12,2020-02-13,0.29296875
2020-02-13,2020-02-14,0.41015625
2020-02-14,2020-02-17,0.453125
2020-02-17,2020-02-18,0.1630859375
2020-02-18,2020-02-19,0.21484375
2020-02-19,2020-02-20,0.7421875
2020-02-20,2020-02-21,-0.201171875
2020-02-21,2020-02-24,-0.3203125
2020-02-24,2020-02-25,0.048828125
2020-02-25,2020-02-26,-0.328125
2020-02-26,2020-02-27,-0.294921875
2020-02-27,2020-02-28,-0.048828125
2020-02-28,2020-03-02,-0.056396484375
2020-03-02,2020-03-03,-0.1474609375
2020-03-03,2020-03-04,-0.396484375
2020-03-04,2020-03-05,-0.3984375
2020-03-05,2020-03-06,-0.53515625
2020-03-06,2020-03-09,-0.5546875
2020-03-09,2020-03-10,-0.32421875
2020-03-10,2020-03-11,-0.3359375
2020-03-11,2020-03-12,-0.2041015625
2020-03-12,2020-03-13,0.0035858154296875
2020-03-13,2020-03-16,-0.26171875
2020-03-16,2020-03-17,0.11474609375
2020-03-17,2020-03-18,0.2451171875
2020-03-18,2020-03-19,0.5546875
2020-03-19,2020-03-20,0.68359375
2020-03-20,2020-03-23,0.2119140625
2020-03-23,2020-03-24,0.6171875
2020-03-24,2020-03-25,0.400390625
2020-03-25,2020-03-26,0.369140625
2020-03-26,2020-03-27,0.37109375
2020-03-27,2020-03-30,-0.0013580322265625
2020-03-30,2020-03-31,0.11767578125
2020-03-31,2020-04-01,0.296875
2020-04-01,2020-04-02,-0.0390625
2020-04-02,2020-04-03,-0.07958984375
2020-04-03,2020-04-07,0.1982421875
2020-04-07,2020-04-08,-0.171875
2020-04-08,2020-04-09,-0.1796875
2020-04-09,2020-04-10,0.171875
2020-04-10,2020-04-13,0.0869140625
2020-04-13,2020-04-14,-0.828125
2020-04-14,2020-04-15,-0.3046875
2020-04-15,2020-04-16,0.00872802734375
2020-04-16,2020-04-17,-0.033935546875
2020-04-17,2020-04-20,0.208984375
2020-04-20,2020-04-21,0.4765625
2020-04-21,2020-04-22,0.45703125
2020-04-22,2020-04-23,0.64453125
2020-04-23,2020-04-24,0.498046875
2020-04-24,2020-04-27,0.81640625
2020-04-27,2020-04-28,0.44140625
2020-04-28,2020-04-29,0.34375
2020-04-29,2020-04-30,0.1083984375
2020-04-30,2020-05-06,0.23828125
2020-05-06,2020-05-07,0.09521484375
2020-05-07,2020-05-08,-0.07275390625
2020-05-08,2020-05-11,0.1025390625
2020-05-11,2020-05-12,0.28515625
2020-05-12,2020-05-13,0.349609375
2020-05-13,2020-05-14,-0.1494140625
2020-05-14,2020-05-15,0.255859375
2020-05-15,2020-05-18,0.384765625
2020-05-18,2020-05-19,0.6640625
2020-05-19,2020-05-20,0.0810546875
2020-05-20,2020-05-21,0.27734375
2020-05-21,2020-05-22,0.26953125
2020-05-22,2020-05-25,0.015625
2020-05-25,2020-05-26,0.44921875
2020-05-26,2020-05-27,0.6171875
2020-05-27,2020-05-28,0.65234375
2020-05-28,2020-05-29,0.7890625
2020-05-29,2020-06-01,0.5390625
2020-06-01,2020-06-02,0.048583984375
2020-06-02,2020-06-03,0.06591796875
2020-06-03,2020-06-04,0.384765625
2020-06-04,2020-06-05,0.4140625
2020-06-05,2020-06-08,0.169921875
2020-06-08,2020-06-09,0.43359375
2020-06-09,2020-06-10,0.48828125
2020-06-10,2020-06-11,0.30859375
2020-06-11,2020-06-12,0.283203125
2020-06-12,2020-06-15,0.12353515625
2020-06-15,2020-06-16,0.134765625
2020-06-16,2020-06-17,0.2314453125
2020-06-17,2020-06-18,0.44921875
2020-06-18,2020-06-19,0.58984375
2020-06-19,2020-06-22,0.5390625
2020-06-22,2020-06-23,0.263671875
2020-06-23,2020-06-24,-0.1796875
2020-06-24,2020-06-29,0.0341796875
2020-06-29,2020-06-30,0.212890625
2020-06-30,2020-07-01,0.158203125
2020-07-01,2020-07-02,0.62109375
2020-07-02,2020-07-03,0.7890625
2020-07-03,2020-07-06,0.234375
2020-07-06,2020-07-07,0.435546875
2020-07-07,2020-07-08,-0.28125
2020-07-08,2020-07-09,0.357421875
2020-07-09,2020-07-10,0.58203125
2020-07-10,2020-07-13,0.8046875
2020-07-13,2020-07-14,0.57421875
2020-07-14,2020-07-15,0.18359375
2020-07-15,2020-07-16,0.53515625
2020-07-16,2020-07-17,0.423828125
2020-07-17,2020-07-20,0.6484375
2020-07-20,2020-07-21,0.6875
2020-07-21,2020-07-22,0.578125
2020-07-22,2020-07-23,0.671875
2020-07-23,2020-07-24,0.3515625
2020-07-24,2020-07-27,0.4140625
2020-07-27,2020-07-28,0.21875
2020-07-28,2020-07-29,-0.1474609375
2020-07-29,2020-07-30,0.1943359375
2020-07-30,2020-07-31,0.06787109375
2020-07-31,2020-08-03,0.58203125
2020-08-03,2020-08-04,0.275390625
2020-08-04,2020-08-05,0.12060546875
2020-08-05,2020-08-06,0.23828125
2020-08-06,2020-08-07,0.046875
2020-08-07,2020-08-10,0.29296875
2020-08-10,2020-08-11,0.193359375
2020-08-11,2020-08-12,0.400390625
2020-08-12,2020-08-13,0.6015625
2020-08-13,2020-08-14,0.416015625
2020-08-14,2020-08-17,0.58984375
2020-08-17,2020-08-18,0.55859375
2020-08-18,2020-08-19,0.0830078125
2020-08-19,2020-08-20,0.1552734375
2020-08-20,2020-08-21,0.023193359375
2020-08-21,2020-08-24,-0.028564453125
2020-08-24,2020-08-25,0.091796875
2020-08-25,2020-08-26,0.396484375
2020-08-26,2020-08-27,0.404296875
2020-08-27,2020-08-28,0.59375
2020-08-28,2020-08-31,0.60546875
2020-08-31,2020-09-01,0.353515625
2020-09-01,2020-09-02,0.0703125
2020-09-02,2020-09-03,0.0267333984375
2020-09-03,2020-09-04,-0.0126953125
2020-09-04,2020-09-07,-0.314453125
2020-09-07,2020-09-08,-0.2373046875
2020-09-08,2020-09-09,-0.48828125
2020-09-09,2020-09-10,-0.25
2020-09-10,2020-09-11,-0.48828125
2020-09-11,2020-09-14,-0.2080078125
2020-09-14,2020-09-15,-0.10791015625
2020-09-15,2020-09-16,0.25390625
2020-09-16,2020-09-17,-0.2216796875
2020-09-17,2020-09-18,-0.036865234375
2020-09-18,2020-09-21,-0.279296875
2020-09-21,2020-09-22,0.02099609375
2020-09-22,2020-09-23,0.005157470703125
2020-09-23,2020-09-24,-0.27734375
2020-09-24,2020-09-25,-0.37890625
2020-09-25,2020-09-28,-0.462890625
2020-09-28,2020-09-29,-0.75
2020-09-29,2020-09-30,-0.40234375
2020-09-30,2020-10-09,-0.451171875
2020-10-09,2020-10-12,-0.296875
2020-10-12,2020-10-13,-0.56640625
2020-10-13,2020-10-14,-0.27734375
2020-10-14,2020-10-15,0.24609375
2020-10-15,2020-10-16,0.474609375
2020-10-16,2020-10-19,0.1708984375
2020-10-19,2020-10-20,0.314453125
2020-10-20,2020-10-21,-0.0849609375
2020-10-21,2020-10-22,0.37890625
2020-10-22,2020-10-23,-0.18359375
2020-10-23,2020-10-26,-0.6953125
2020-10-26,2020-10-27,-0.267578125
2020-10-27,2020-10-28,-0.26953125
2020-10-28,2020-10-29,-0.8203125
2020-10-29,2020-10-30,-0.69140625
2020-10-30,2020-11-02,-0.353515625
2020-11-02,2020-11-03,0.51171875
2020-11-03,2020-11-04,0.6796875
2020-11-04,2020-11-05,0.6015625
2020-11-05,2020-11-06,0.396484375
2020-11-06,2020-11-09,0.26953125
2020-11-09,2020-11-10,-0.027099609375
2020-11-10,2020-11-11,0.1025390625
2020-11-11,2020-11-12,-0.025390625
2020-11-12,2020-11-13,-0.06640625
2020-11-13,2020-11-16,0.423828125
2020-11-16,2020-11-17,0.287109375
2020-11-17,2020-11-18,0.185546875
2020-11-18,2020-11-19,-0.017333984375
2020-11-19,2020-11-20,-0.330078125
2020-11-20,2020-11-23,-0.25390625
2020-11-23,2020-11-24,-0.31640625
2020-11-24,2020-11-25,0.1435546875
