signal_date,available_date,MLP
2020-01-02,2020-01-03,-0.287109375
2020-01-03,2020-01-06,0.2392578125
2020-01-06,2020-01-07,-0.609375
2020-01-07,2020-01-08,-0.7578125
2020-01-08,2020-01-09,-0.4609375
2020-01-09,2020-01-10,-0.53515625
2020-01-10,2020-01-13,-0.5546875
2020-01-13,2020-01-14,-0.8671875
2020-01-14,2020-01-15,-0.314453125
2020-01-15,2020-01-16,-0.333984375
2020-01-16,2020-01-17,-0.0986328125
2020-01-17,2020-01-20,-0.10400390625
2020-01-20,2020-01-21,0.04736328125
2020-01-21,2020-01-22,0.26953125
2020-01-22,2020-01-23,-0.482421875
2020-01-23,2020-02-03,-0.37109375
2020-02-03,2020-02-04,-0.171875
2020-02-04,2020-02-05,-0.400390625
2020-02-05,2020-02-06,-0.451171875
2020-02-06,2020-02-07,-0.330078125
2020-02-07,2020-02-10,-0.63671875
2020-02-10,2020-02-11,-0.423828125
2020-02-11,2020-02-12,-0.291015625
2020-02-12,2020-02-13,-0.06494140625
2020-02-13,2020-02-14,-0.1650390625
2020-02-14,2020-02-17,0.49609375
2020-02-17,2020-02-18,0.310546875
2020-02-18,2020-02-19,0.267578125
2020-02-19,2020-02-20,-0.08447265625
2020-02-20,2020-02-21,-0.80859375
2020-02-21,2020-02-24,-0.53125
2020-02-24,2020-02-25,-0.484375
2020-02-25,2020-02-26,-0.6328125
2020-02-26,2020-02-27,-0.2373046875
2020-02-27,2020-02-28,-0.3828125
2020-02-28,2020-03-02,0.047607421875
2020-03-02,2020-03-03,0.11669921875
2020-03-03,2020-03-04,-0.11376953125
2020-03-04,2020-03-05,-0.2578125
2020-03-05,2020-03-06,-0.1259765625
2020-03-06,2020-03-09,-0.2490234375
2020-03-09,2020-03-10,0.169921875
2020-03-10,2020-03-11,0.0111083984375
2020-03-11,2020-03-12,-0.109375
2020-03-12,2020-03-13,-0.09228515625
2020-03-13,2020-03-16,0.28125
2020-03-16,2020-03-17,0.734375
2020-03-17,2020-03-18,0.71484375
2020-03-18,2020-03-19,0.71484375
2020-03-19,2020-03-20,0.8125
2020-03-20,2020-03-23,0.73828125
2020-03-23,2020-03-24,0.9296875
2020-03-24,2020-03-25,0.76953125
2020-03-25,2020-03-26,0.49609375
2020-03-26,2020-03-27,0.458984375
2020-03-27,2020-03-30,0.578125
2020-03-30,2020-03-31,0.470703125
2020-03-31,2020-04-01,0.40234375
2020-04-01,2020-04-02,-0.0869140625
2020-04-02,2020-04-03,-0.37890625
