signal_date,available_date,MLP
2023-12-29,2024-01-02,-0.158203125
2024-01-02,2024-01-03,-0.341796875
2024-01-03,2024-01-04,-0.21484375
2024-01-04,2024-01-05,-0.1904296875
2024-01-05,2024-01-08,-0.3359375
2024-01-08,2024-01-09,-0.296875
2024-01-09,2024-01-10,-0.4375
2024-01-10,2024-01-11,-0.2236328125
2024-01-11,2024-01-12,-0.33984375
2024-01-12,2024-01-15,-0.30078125
2024-01-15,2024-01-16,-0.095703125
2024-01-16,2024-01-17,-0.146484375
2024-01-17,2024-01-18,-0.12109375
2024-01-18,2024-01-19,-0.2421875
2024-01-19,2024-01-22,-0.21484375
2024-01-22,2024-01-23,-0.2041015625
2024-01-23,2024-01-24,-0.3203125
2024-01-24,2024-01-25,-0.34375
2024-01-25,2024-01-26,-0.296875
2024-01-26,2024-01-29,-0.37890625
2024-01-29,2024-01-30,-0.357421875
2024-01-30,2024-01-31,-0.369140625
2024-01-31,2024-02-01,-0.484375
2024-02-01,2024-02-02,-0.384765625
2024-02-02,2024-02-05,-0.353515625
2024-02-05,2024-02-06,-0.3125
2024-02-06,2024-02-07,-0.314453125
2024-02-07,2024-02-08,-0.279296875
2024-02-08,2024-02-19,-0.2373046875
2024-02-19,2024-02-20,-0.10888671875
2024-02-20,2024-02-21,-0.158203125
2024-02-21,2024-02-22,-0.05517578125
2024-02-22,2024-02-23,0.00125885009765625
2024-02-23,2024-02-26,-0.054931640625
2024-02-26,2024-02-27,-0.0033111572265625
2024-02-27,2024-02-28,0.000812530517578125
2024-02-28,2024-02-29,0.119140625
2024-02-29,2024-03-01,0.06787109375
2024-03-01,2024-03-04,0.0029754638671875
2024-03-04,2024-03-05,0.011962890625
2024-03-05,2024-03-06,-0.0036163330078125
2024-03-06,2024-03-07,-0.09814453125
2024-03-07,2024-03-08,-0.033935546875
2024-03-08,2024-03-11,-0.2060546875
2024-03-11,2024-03-12,-0.2216796875
2024-03-12,2024-03-13,-0.2578125
2024-03-13,2024-03-14,-0.31640625
2024-03-14,2024-03-15,-0.205078125
2024-03-15,2024-03-18,-0.06005859375
2024-03-18,2024-03-19,0.07763671875
2024-03-19,2024-03-20,0.09033203125
2024-03-20,2024-03-21,-0.2451171875
2024-03-21,2024-03-22,-0.10888671875
2024-03-22,2024-03-25,-0.0286865234375
2024-03-25,2024-03-26,-0.028564453125
2024-03-26,2024-03-27,-0.0654296875
2024-03-27,2024-03-28,-0.150390625
2024-03-28,2024-03-29,-0.2431640625
2024-03-29,2024-04-01,-0.2177734375
