signal_date,available_date,MLP
2020-01-02,2020-01-03,0.38671875
2020-01-03,2020-01-06,-0.0120849609375
2020-01-06,2020-01-07,-0.255859375
2020-01-07,2020-01-08,-0.66015625
2020-01-08,2020-01-09,-0.9765625
2020-01-09,2020-01-10,-1.09375
2020-01-10,2020-01-13,-0.640625
2020-01-13,2020-01-14,-0.6171875
2020-01-14,2020-01-15,-0.87109375
2020-01-15,2020-01-16,-0.193359375
2020-01-16,2020-01-17,-0.7265625
2020-01-17,2020-01-20,-0.86328125
2020-01-20,2020-01-21,-0.76171875
2020-01-21,2020-01-22,-0.76953125
2020-01-22,2020-01-23,-0.87109375
2020-01-23,2020-02-03,-0.011962890625
2020-02-03,2020-02-04,-0.0732421875
2020-02-04,2020-02-05,0.5546875
2020-02-05,2020-02-06,0.89453125
2020-02-06,2020-02-07,0.1865234375
2020-02-07,2020-02-10,0.003326416015625
2020-02-10,2020-02-11,0.3828125
2020-02-11,2020-02-12,0.6953125
2020-02-12,2020-02-13,0.93359375
2020-02-13,2020-02-14,0.8984375
2020-02-14,2020-02-17,0.80859375
2020-02-17,2020-02-18,0.1640625
2020-02-18,2020-02-19,0.69140625
2020-02-19,2020-02-20,0.5390625
2020-02-20,2020-02-21,0.40625
2020-02-21,2020-02-24,0.38671875
2020-02-24,2020-02-25,0.115234375
2020-02-25,2020-02-26,0.008056640625
2020-02-26,2020-02-27,0.3046875
2020-02-27,2020-02-28,0.6953125
2020-02-28,2020-03-02,1.1328125
2020-03-02,2020-03-03,1.0625
2020-03-03,2020-03-04,0.90625
2020-03-04,2020-03-05,0.6640625
2020-03-05,2020-03-06,0.90625
2020-03-06,2020-03-09,1.015625
2020-03-09,2020-03-10,0.640625
2020-03-10,2020-03-11,0.88671875
2020-03-11,2020-03-12,0.890625
2020-03-12,2020-03-13,1.15625
2020-03-13,2020-03-16,1.1015625
2020-03-16,2020-03-17,0.91015625
2020-03-17,2020-03-18,0.93359375
2020-03-18,2020-03-19,0.79296875
2020-03-19,2020-03-20,0.80859375
2020-03-20,2020-03-23,0.6484375
2020-03-23,2020-03-24,0.1865234375
2020-03-24,2020-03-25,-0.0498046875
2020-03-25,2020-03-26,0.2177734375
2020-03-26,2020-03-27,0.6015625
2020-03-27,2020-03-30,-0.11083984375
2020-03-30,2020-03-31,0.251953125
2020-03-31,2020-04-01,0.6171875
2020-04-01,2020-04-02,-0.0147705078125
2020-04-02,2020-04-03,0.123046875
2020-04-03,2020-04-07,0.431640625
2020-04-07,2020-04-08,0.546875
2020-04-08,2020-04-09,0.8046875
2020-04-09,2020-04-10,0.97265625
2020-04-10,2020-04-13,1.2109375
2020-04-13,2020-04-14,0.734375
2020-04-14,2020-04-15,1.1953125
2020-04-15,2020-04-16,-0.5625
2020-04-16,2020-04-17,-0.298828125
2020-04-17,2020-04-20,-0.86328125
2020-04-20,2020-04-21,-0.1328125
2020-04-21,2020-04-22,0.24609375
2020-04-22,2020-04-23,-0.56640625
