signal_date,available_date,MLP
2020-01-02,2020-01-03,-0.1572265625
2020-01-03,2020-01-06,-0.173828125
2020-01-06,2020-01-07,0.05126953125
2020-01-07,2020-01-08,-0.0189208984375
2020-01-08,2020-01-09,0.416015625
2020-01-09,2020-01-10,0.30078125
2020-01-10,2020-01-13,0.20703125
2020-01-13,2020-01-14,0.28125
2020-01-14,2020-01-15,0.2109375
2020-01-15,2020-01-16,0.216796875
2020-01-16,2020-01-17,0.6328125
2020-01-17,2020-01-20,0.65234375
2020-01-20,2020-01-21,0.80859375
2020-01-21,2020-01-22,0.263671875
2020-01-22,2020-01-23,0.16796875
2020-01-23,2020-02-03,0.220703125
2020-02-03,2020-02-04,0.08837890625
2020-02-04,2020-02-05,0.75390625
2020-02-05,2020-02-06,0.6796875
2020-02-06,2020-02-07,0.55859375
2020-02-07,2020-02-10,0.4453125
2020-02-10,2020-02-11,0.5625
2020-02-11,2020-02-12,0.51171875
2020-02-12,2020-02-13,0.58984375
2020-02-13,2020-02-14,0.5390625
2020-02-14,2020-02-17,0.625
2020-02-17,2020-02-18,0.65625
2020-02-18,2020-02-19,0.74609375
2020-02-19,2020-02-20,0.390625
2020-02-20,2020-02-21,0.55859375
2020-02-21,2020-02-24,0.765625
2020-02-24,2020-02-25,0.6640625
2020-02-25,2020-02-26,0.8125
2020-02-26,2020-02-27,0.8671875
2020-02-27,2020-02-28,0.765625
2020-02-28,2020-03-02,0.83203125
2020-03-02,2020-03-03,0.76171875
2020-03-03,2020-03-04,0.5625
2020-03-04,2020-03-05,0.6953125
2020-03-05,2020-03-06,0.7890625
2020-03-06,2020-03-09,0.59765625
2020-03-09,2020-03-10,0.396484375
2020-03-10,2020-03-11,-0.017578125
2020-03-11,2020-03-12,0.09765625
2020-03-12,2020-03-13,-0.42578125
2020-03-13,2020-03-16,-0.2294921875
2020-03-16,2020-03-17,-0.1513671875
2020-03-17,2020-03-18,0.0625
2020-03-18,2020-03-19,-0.0120849609375
2020-03-19,2020-03-20,-0.037841796875
2020-03-20,2020-03-23,-0.054443359375
2020-03-23,2020-03-24,-0.0927734375
2020-03-24,2020-03-25,-0.0654296875
2020-03-25,2020-03-26,-0.09814453125
2020-03-26,2020-03-27,-0.240234375
2020-03-27,2020-03-30,-0.34375
2020-03-30,2020-03-31,-0.435546875
2020-03-31,2020-04-01,-0.451171875
2020-04-01,2020-04-02,-0.2236328125
2020-04-02,2020-04-03,-0.44921875
2020-04-03,2020-04-07,0.375
2020-04-07,2020-04-08,0.28515625
2020-04-08,2020-04-09,0.5859375
2020-04-09,2020-04-10,0.9296875
2020-04-10,2020-04-13,1.0859375
2020-04-13,2020-04-14,0.75390625
2020-04-14,2020-04-15,0.72265625
2020-04-15,2020-04-16,0.4296875
2020-04-16,2020-04-17,0.177734375
2020-04-17,2020-04-20,0.67578125
2020-04-20,2020-04-21,0.09228515625
2020-04-21,2020-04-22,-0.162109375
2020-04-22,2020-04-23,0.015869140625
2020-04-23,2020-04-24,0.466796875
2020-04-24,2020-04-27,0.2314453125
2020-04-27,2020-04-28,0.1240234375
2020-04-28,2020-04-29,0.28125
2020-04-29,2020-04-30,0.59765625
2020-04-30,2020-05-06,0.5859375
2020-05-06,2020-05-07,0.296875
2020-05-07,2020-05-08,0.244140625
2020-05-08,2020-05-11,0.07080078125
2020-05-11,2020-05-12,0.279296875
2020-05-12,2020-05-13,0.7890625
2020-05-13,2020-05-14,0.416015625
2020-05-14,2020-05-15,0.373046875
2020-05-15,2020-05-18,0.328125
2020-05-18,2020-05-19,0.1884765625
2020-05-19,2020-05-20,0.337890625
2020-05-20,2020-05-21,0.458984375
2020-05-21,2020-05-22,0.279296875
2020-05-22,2020-05-25,0.2021484375
2020-05-25,2020-05-26,-0.0927734375
2020-05-26,2020-05-27,-0.1572265625
2020-05-27,2020-05-28,0.251953125
2020-05-28,2020-05-29,0.3515625
2020-05-29,2020-06-01,0.271484375
2020-06-01,2020-06-02,0.396484375
2020-06-02,2020-06-03,0.1220703125
2020-06-03,2020-06-04,0.396484375
2020-06-04,2020-06-05,0.296875
2020-06-05,2020-06-08,0.34375
2020-06-08,2020-06-09,0.6015625
2020-06-09,2020-06-10,0.25390625
2020-06-10,2020-06-11,0.57421875
2020-06-11,2020-06-12,0.61328125
2020-06-12,2020-06-15,0.36328125
2020-06-15,2020-06-16,0.1748046875
2020-06-16,2020-06-17,0.0869140625
2020-06-17,2020-06-18,0.30859375
2020-06-18,2020-06-19,0.59765625
2020-06-19,2020-06-22,0.55078125
2020-06-22,2020-06-23,0.419921875
2020-06-23,2020-06-24,0.34375
2020-06-24,2020-06-29,0.62109375
2020-06-29,2020-06-30,0.66796875
2020-06-30,2020-07-01,0.68359375
2020-07-01,2020-07-02,0.78515625
2020-07-02,2020-07-03,0.94921875
2020-07-03,2020-07-06,0.8359375
2020-07-06,2020-07-07,1.015625
2020-07-07,2020-07-08,0.76171875
2020-07-08,2020-07-09,0.84375
2020-07-09,2020-07-10,0.65625
2020-07-10,2020-07-13,0.59375
2020-07-13,2020-07-14,0.49609375
2020-07-14,2020-07-15,0.67578125
2020-07-15,2020-07-16,0.64453125
2020-07-16,2020-07-17,0.546875
2020-07-17,2020-07-20,0.578125
2020-07-20,2020-07-21,0.71875
2020-07-21,2020-07-22,0.5703125
2020-07-22,2020-07-23,0.56640625
2020-07-23,2020-07-24,0.6796875
2020-07-24,2020-07-27,0.447265625
2020-07-27,2020-07-28,0.88671875
2020-07-28,2020-07-29,0.72265625
2020-07-29,2020-07-30,0.8046875
2020-07-30,2020-07-31,1.0546875
2020-07-31,2020-08-03,1.125
2020-08-03,2020-08-04,0.859375
2020-08-04,2020-08-05,0.69921875
2020-08-05,2020-08-06,0.75390625
2020-08-06,2020-08-07,0.55859375
2020-08-07,2020-08-10,-0.375
2020-08-10,2020-08-11,-0.453125
2020-08-11,2020-08-12,0.2080078125
2020-08-12,2020-08-13,0.2578125
2020-08-13,2020-08-14,0.2470703125
2020-08-14,2020-08-17,0.13671875
2020-08-17,2020-08-18,0.11767578125
2020-08-18,2020-08-19,0.140625
2020-08-19,2020-08-20,0.05712890625
2020-08-20,2020-08-21,0.1748046875
2020-08-21,2020-08-24,-0.18359375
2020-08-24,2020-08-25,-0.341796875
2020-08-25,2020-08-26,-0.5
2020-08-26,2020-08-27,-0.46484375
2020-08-27,2020-08-28,-0.365234375
2020-08-28,2020-08-31,-0.298828125
2020-08-31,2020-09-01,-0.671875
2020-09-01,2020-09-02,-0.341796875
2020-09-02,2020-09-03,-0.404296875
2020-09-03,2020-09-04,-0.056640625
2020-09-04,2020-09-07,0.251953125
2020-09-07,2020-09-08,0.10107421875
2020-09-08,2020-09-09,0.314453125
2020-09-09,2020-09-10,0.46484375
2020-09-10,2020-09-11,0.177734375
2020-09-11,2020-09-14,0.037353515625
2020-09-14,2020-09-15,-0.0311279296875
2020-09-15,2020-09-16,-0.1640625
2020-09-16,2020-09-17,0.25390625
2020-09-17,2020-09-18,0.28515625
2020-09-18,2020-09-21,-0.103515625
2020-09-21,2020-09-22,-0.30859375
2020-09-22,2020-09-23,0.1142578125
2020-09-23,2020-09-24,-0.06982421875
2020-09-24,2020-09-25,-0.1669921875
2020-09-25,2020-09-28,-0.0947265625
