signal_date,available_date,SVM
2022-12-30,2023-01-03,-0.6152923107147217
2023-01-03,2023-01-04,-1.6793906688690186
2023-01-04,2023-01-05,0.829369068145752
2023-01-05,2023-01-06,0.3663036525249481
2023-01-06,2023-01-09,-0.9054492115974426
2023-01-09,2023-01-10,-0.5299168825149536
2023-01-10,2023-01-11,-0.9232047200202942
2023-01-11,2023-01-12,-0.9714375138282776
2023-01-12,2023-01-13,-1.1053855419158936
2023-01-13,2023-01-16,-0.6157307028770447
2023-01-16,2023-01-17,-0.7194197773933411
2023-01-17,2023-01-18,-0.44988813996315
2023-01-18,2023-01-19,-0.5152863264083862
2023-01-19,2023-01-20,-0.3536529242992401
2023-01-20,2023-01-30,-0.4739123284816742
2023-01-30,2023-01-31,0.3767070472240448
2023-01-31,2023-02-01,0.24711817502975464
2023-02-01,2023-02-02,-0.41334661841392517
2023-02-02,2023-02-03,-0.6925593614578247
2023-02-03,2023-02-06,-0.8655192852020264
2023-02-06,2023-02-07,0.2846762537956238
2023-02-07,2023-02-08,-0.15210357308387756
2023-02-08,2023-02-09,0.6269259452819824
2023-02-09,2023-02-10,-0.06647973507642746
2023-02-10,2023-02-13,0.0793122723698616
2023-02-13,2023-02-14,0.23608362674713135
2023-02-14,2023-02-15,-0.1638869047164917
2023-02-15,2023-02-16,0.044824130833148956
2023-02-16,2023-02-17,-0.4421135187149048
2023-02-17,2023-02-20,0.09558916836977005
2023-02-20,2023-02-21,0.5199572443962097
2023-02-21,2023-02-22,0.954703152179718
2023-02-22,2023-02-23,0.9000294804573059
2023-02-23,2023-02-24,0.804007351398468
2023-02-24,2023-02-27,0.8048283457756042
2023-02-27,2023-02-28,0.9040601253509521
2023-02-28,2023-03-01,1.2307049036026
2023-03-01,2023-03-02,0.6672341823577881
2023-03-02,2023-03-03,0.7436677813529968
2023-03-03,2023-03-06,0.5863137245178223
2023-03-06,2023-03-07,0.26016759872436523
2023-03-07,2023-03-08,-0.043036460876464844
2023-03-08,2023-03-09,-0.02332925796508789
2023-03-09,2023-03-10,-0.24216294288635254
2023-03-10,2023-03-13,-0.39878153800964355
2023-03-13,2023-03-14,0.004314422607421875
2023-03-14,2023-03-15,-0.5475313663482666
2023-03-15,2023-03-16,-0.23215031623840332
2023-03-16,2023-03-17,-0.06686520576477051
2023-03-17,2023-03-20,-0.7773171663284302
2023-03-20,2023-03-21,-0.11860358715057373
2023-03-21,2023-03-22,-0.20979833602905273
2023-03-22,2023-03-23,-0.6882772445678711
2023-03-23,2023-03-24,-0.2111119031906128
2023-03-24,2023-03-27,-0.2975972890853882
2023-03-27,2023-03-28,0.33045101165771484
2023-03-28,2023-03-29,0.14695429801940918
2023-03-29,2023-03-30,0.15692973136901855
2023-03-30,2023-03-31,-0.07909131050109863
2023-03-31,2023-04-03,-0.25299227237701416
2023-04-03,2023-04-04,0.47552329301834106
2023-04-04,2023-04-06,-0.9472647309303284
2023-04-06,2023-04-07,-0.6767813563346863
2023-04-07,2023-04-10,-0.7791799902915955
2023-04-10,2023-04-11,-0.3678634762763977
2023-04-11,2023-04-12,0.8997998833656311
2023-04-12,2023-04-13,0.9135769009590149
2023-04-13,2023-04-14,0.07527641952037811
2023-04-14,2023-04-17,-0.5505141615867615
2023-04-17,2023-04-18,0.23106198012828827
2023-04-18,2023-04-19,0.6591231226921082
2023-04-19,2023-04-20,0.8064537644386292
2023-04-20,2023-04-21,1.0354794263839722
2023-04-21,2023-04-24,0.5313311219215393
2023-04-24,2023-04-25,1.8502001762390137
2023-04-25,2023-04-26,1.6810858249664307
2023-04-26,2023-04-27,3.030728816986084
2023-04-27,2023-04-28,3.0064241886138916
2023-04-28,2023-05-04,2.672081470489502
2023-05-04,2023-05-05,0.589535117149353
2023-05-05,2023-05-08,0.6930411458015442
2023-05-08,2023-05-09,0.11672735214233398
2023-05-09,2023-05-10,0.36407536268234253
2023-05-10,2023-05-11,0.5268321633338928
2023-05-11,2023-05-12,1.2617356777191162
2023-05-12,2023-05-15,0.6826134324073792
2023-05-15,2023-05-16,0.7328669428825378
2023-05-16,2023-05-17,0.24910789728164673
2023-05-17,2023-05-18,0.3868481516838074
2023-05-18,2023-05-19,0.6992790102958679
2023-05-19,2023-05-22,0.8981521725654602
2023-05-22,2023-05-23,0.4199703335762024
2023-05-23,2023-05-24,0.07747131586074829
2023-05-24,2023-05-25,0.3865191340446472
2023-05-25,2023-05-26,-0.044887661933898926
2023-05-26,2023-05-29,0.7057741284370422
2023-05-29,2023-05-30,0.08826404809951782
2023-05-30,2023-05-31,0.49961012601852417
2023-05-31,2023-06-01,0.5362883806228638
2023-06-01,2023-06-02,0.6141971349716187
2023-06-02,2023-06-05,0.9757376313209534
2023-06-05,2023-06-06,2.1277472972869873
2023-06-06,2023-06-07,1.2724268436431885
2023-06-07,2023-06-08,1.232866644859314
2023-06-08,2023-06-09,0.9523990154266357
2023-06-09,2023-06-12,0.586030125617981
2023-06-12,2023-06-13,1.4769749641418457
2023-06-13,2023-06-14,0.9418677091598511
2023-06-14,2023-06-15,1.0342087745666504
2023-06-15,2023-06-16,0.8663411140441895
2023-06-16,2023-06-19,1.0933773517608643
2023-06-19,2023-06-20,1.2791447639465332
2023-06-20,2023-06-21,1.3797942399978638
2023-06-21,2023-06-26,1.0385000705718994
2023-06-26,2023-06-27,0.8439841270446777
2023-06-27,2023-06-28,0.7185803651809692
2023-06-28,2023-06-29,1.2437316179275513
2023-06-29,2023-06-30,2.5671184062957764
2023-06-30,2023-07-03,2.2183918952941895
2023-07-03,2023-07-04,1.6961816549301147
2023-07-04,2023-07-05,0.9178805351257324
2023-07-05,2023-07-06,0.5687757730484009
2023-07-06,2023-07-07,0.9278581738471985
2023-07-07,2023-07-10,1.079415202140808
2023-07-10,2023-07-11,0.8967808485031128
2023-07-11,2023-07-12,0.2694813907146454
2023-07-12,2023-07-13,0.8565402030944824
2023-07-13,2023-07-14,0.07337552309036255
2023-07-14,2023-07-17,-0.017569903284311295
2023-07-17,2023-07-18,0.00937175378203392
2023-07-18,2023-07-19,0.39141708612442017
2023-07-19,2023-07-20,0.5612557530403137
2023-07-20,2023-07-21,0.8011839985847473
2023-07-21,2023-07-24,0.6801424026489258
2023-07-24,2023-07-25,0.4305989742279053
2023-07-25,2023-07-26,0.2015007734298706
2023-07-26,2023-07-27,0.5487354397773743
2023-07-27,2023-07-28,0.987857460975647
2023-07-28,2023-07-31,0.08565911650657654
2023-07-31,2023-08-01,-0.1854490339756012
2023-08-01,2023-08-02,0.32944467663764954
2023-08-02,2023-08-03,0.7608729600906372
2023-08-03,2023-08-04,0.38591527938842773
2023-08-04,2023-08-07,0.22322645783424377
2023-08-07,2023-08-08,0.5187261700630188
2023-08-08,2023-08-09,0.6108723282814026
2023-08-09,2023-08-10,0.3960447609424591
2023-08-10,2023-08-11,0.12631353735923767
2023-08-11,2023-08-14,-0.02536705881357193
2023-08-14,2023-08-15,0.005105756223201752
2023-08-15,2023-08-16,0.011036358773708344
2023-08-16,2023-08-17,-0.12194148451089859
2023-08-17,2023-08-18,-0.12265435606241226
2023-08-18,2023-08-21,0.3698882758617401
2023-08-21,2023-08-22,1.2685710191726685
2023-08-22,2023-08-23,1.791951060295105
2023-08-23,2023-08-24,0.4178409278392792
2023-08-24,2023-08-25,0.05749192088842392
2023-08-25,2023-08-28,0.04005458205938339
2023-08-28,2023-08-29,1.3958953619003296
2023-08-29,2023-08-30,1.2973734140396118
2023-08-30,2023-08-31,1.0498512983322144
2023-08-31,2023-09-01,0.1265811026096344
2023-09-01,2023-09-04,1.000548005104065
2023-09-04,2023-09-05,0.6805384159088135
2023-09-05,2023-09-06,1.7579271793365479
2023-09-06,2023-09-07,0.1373588591814041
2023-09-07,2023-09-08,-0.5944122076034546
2023-09-08,2023-09-11,-0.6794949173927307
2023-09-11,2023-09-12,-0.8112305998802185
2023-09-12,2023-09-13,-0.7352787256240845
2023-09-13,2023-09-14,-0.8748429417610168
2023-09-14,2023-09-15,0.36476629972457886
2023-09-15,2023-09-18,-0.744000256061554
2023-09-18,2023-09-19,0.5835118889808655
2023-09-19,2023-09-20,1.3524999618530273
2023-09-20,2023-09-21,0.9277265667915344
2023-09-21,2023-09-22,1.196630597114563
2023-09-22,2023-09-25,-0.2780056595802307
2023-09-25,2023-09-26,-0.4215378761291504
2023-09-26,2023-09-27,0.27495473623275757
2023-09-27,2023-09-28,-0.14984367787837982
2023-09-28,2023-10-09,-0.18725310266017914
2023-10-09,2023-10-10,0.048592329025268555
2023-10-10,2023-10-11,0.1899322271347046
2023-10-11,2023-10-12,-0.283089280128479
2023-10-12,2023-10-13,-0.3288927674293518
2023-10-13,2023-10-16,-0.5438390374183655
2023-10-16,2023-10-17,0.3045147657394409
2023-10-17,2023-10-18,0.49322813749313354
2023-10-18,2023-10-19,1.031227469444275
2023-10-19,2023-10-20,0.3353196382522583
2023-10-20,2023-10-23,0.5341843366622925
2023-10-23,2023-10-24,0.47476494312286377
2023-10-24,2023-10-25,-0.09078127145767212
2023-10-25,2023-10-26,0.5122535228729248
2023-10-26,2023-10-27,0.12304335832595825
2023-10-27,2023-10-30,-0.7060813903808594
2023-10-30,2023-10-31,-0.3224334120750427
2023-10-31,2023-11-01,0.12409171462059021
2023-11-01,2023-11-02,-0.5386722087860107
2023-11-02,2023-11-03,-0.08587084710597992
2023-11-03,2023-11-06,-0.15329991281032562
2023-11-06,2023-11-07,-1.1051595211029053
2023-11-07,2023-11-08,-0.354066401720047
2023-11-08,2023-11-09,-0.26458922028541565
2023-11-09,2023-11-10,-0.03194575011730194
2023-11-10,2023-11-13,-1.1379036903381348
2023-11-13,2023-11-14,-0.6899171471595764
2023-11-14,2023-11-15,-0.26802489161491394
2023-11-15,2023-11-16,0.3994753062725067
2023-11-16,2023-11-17,0.0992211252450943
2023-11-17,2023-11-20,0.01841743476688862
2023-11-20,2023-11-21,0.039383307099342346
