signal_date,available_date,SVM
2021-12-31,2022-01-04,0.14776422083377838
2022-01-04,2022-01-05,-3.7350716590881348
2022-01-05,2022-01-06,-3.0725460052490234
2022-01-06,2022-01-07,-1.6839982271194458
2022-01-07,2022-01-10,-1.0314481258392334
2022-01-10,2022-01-11,-2.901254653930664
2022-01-11,2022-01-12,-0.8080354928970337
2022-01-12,2022-01-13,-1.14633047580719
2022-01-13,2022-01-14,-2.6150999069213867
2022-01-14,2022-01-17,-1.434897541999817
2022-01-17,2022-01-18,-0.8405743837356567
2022-01-18,2022-01-19,-2.6628494262695312
2022-01-19,2022-01-20,-1.0558408498764038
2022-01-20,2022-01-21,-3.153998851776123
2022-01-21,2022-01-24,-1.64696204662323
2022-01-24,2022-01-25,0.9096628427505493
2022-01-25,2022-01-26,-1.1357823610305786
2022-01-26,2022-01-27,-1.951900601387024
2022-01-27,2022-01-28,-0.4939143657684326
2022-01-28,2022-02-07,-0.7410048246383667
2022-02-07,2022-02-08,0.07523418962955475
2022-02-08,2022-02-09,0.025335561484098434
2022-02-09,2022-02-10,-0.46189606189727783
2022-02-10,2022-02-11,-0.4605492353439331
2022-02-11,2022-02-14,-0.058721352368593216
2022-02-14,2022-02-15,-0.17949078977108002
2022-02-15,2022-02-16,0.21420122683048248
2022-02-16,2022-02-17,-0.1367899626493454
2022-02-17,2022-02-18,0.6193353533744812
2022-02-18,2022-02-21,-0.07305674254894257
2022-02-21,2022-02-22,-0.3748807907104492
2022-02-22,2022-02-23,-0.19480733573436737
2022-02-23,2022-02-24,-0.2269575446844101
2022-02-24,2022-02-25,-0.04658136144280434
2022-02-25,2022-02-28,0.25691673159599304
2022-02-28,2022-03-01,0.07022573053836823
2022-03-01,2022-03-02,0.018988721072673798
2022-03-02,2022-03-03,-0.7989583611488342
2022-03-03,2022-03-04,-0.18993234634399414
2022-03-04,2022-03-07,-0.4125009775161743
2022-03-07,2022-03-08,0.25075939297676086
2022-03-08,2022-03-09,0.12622332572937012
2022-03-09,2022-03-10,0.03354804962873459
2022-03-10,2022-03-11,0.3319990336894989
2022-03-11,2022-03-14,-0.007920868694782257
2022-03-14,2022-03-15,0.24712777137756348
2022-03-15,2022-03-16,0.7662075161933899
2022-03-16,2022-03-17,0.8548873662948608
2022-03-17,2022-03-18,0.8096733093261719
2022-03-18,2022-03-21,1.1104191541671753
2022-03-21,2022-03-22,0.8628789186477661
2022-03-22,2022-03-23,0.8575559854507446
2022-03-23,2022-03-24,0.06675546616315842
2022-03-24,2022-03-25,0.5875828862190247
2022-03-25,2022-03-28,0.9747525453567505
2022-03-28,2022-03-29,0.677085816860199
2022-03-29,2022-03-30,1.1097203493118286
2022-03-30,2022-03-31,1.3983840942382812
2022-03-31,2022-04-01,1.0000072717666626
2022-04-01,2022-04-06,0.8574689030647278
2022-04-06,2022-04-07,0.9440587759017944
2022-04-07,2022-04-08,0.9812816381454468
2022-04-08,2022-04-11,0.8151359558105469
2022-04-11,2022-04-12,1.2267327308654785
2022-04-12,2022-04-13,1.177727460861206
2022-04-13,2022-04-14,1.0267575979232788
2022-04-14,2022-04-15,0.8366833925247192
2022-04-15,2022-04-18,0.5146266222000122
2022-04-18,2022-04-19,0.44916266202926636
2022-04-19,2022-04-20,0.34511232376098633
2022-04-20,2022-04-21,0.7143025398254395
2022-04-21,2022-04-22,0.7433174848556519
2022-04-22,2022-04-25,1.1054632663726807
2022-04-25,2022-04-26,1.4335426092147827
2022-04-26,2022-04-27,0.9010684490203857
2022-04-27,2022-04-28,0.7155165672302246
2022-04-28,2022-04-29,0.8145931959152222
2022-04-29,2022-05-05,0.7303366661071777
2022-05-05,2022-05-06,1.4381541013717651
2022-05-06,2022-05-09,1.1530050039291382
2022-05-09,2022-05-10,1.3961411714553833
2022-05-10,2022-05-11,1.378839373588562
2022-05-11,2022-05-12,1.115737795829773
2022-05-12,2022-05-13,0.8443777561187744
2022-05-13,2022-05-16,1.030994176864624
2022-05-16,2022-05-17,1.2788063287734985
2022-05-17,2022-05-18,1.139654278755188
2022-05-18,2022-05-19,1.0903360843658447
2022-05-19,2022-05-20,0.9728628993034363
2022-05-20,2022-05-23,0.8027845025062561
2022-05-23,2022-05-24,1.140642523765564
2022-05-24,2022-05-25,1.6540604829788208
2022-05-25,2022-05-26,1.5429381132125854
2022-05-26,2022-05-27,1.3069535493850708
2022-05-27,2022-05-30,1.5512133836746216
2022-05-30,2022-05-31,1.1607216596603394
2022-05-31,2022-06-01,0.3062382936477661
2022-06-01,2022-06-02,0.03487159311771393
2022-06-02,2022-06-06,0.2749186158180237
2022-06-06,2022-06-07,0.44028276205062866
2022-06-07,2022-06-08,0.1843576282262802
2022-06-08,2022-06-09,0.3376272916793823
2022-06-09,2022-06-10,0.5878374576568604
2022-06-10,2022-06-13,1.0497368574142456
2022-06-13,2022-06-14,0.3297470808029175
2022-06-14,2022-06-15,-0.010256662964820862
2022-06-15,2022-06-16,0.3253060579299927
2022-06-16,2022-06-17,0.2107556015253067
2022-06-17,2022-06-20,0.26427674293518066
2022-06-20,2022-06-21,0.4093562364578247
2022-06-21,2022-06-22,0.22855232656002045
2022-06-22,2022-06-23,0.7442224025726318
2022-06-23,2022-06-24,0.9473460912704468
2022-06-24,2022-06-27,0.9281244874000549
2022-06-27,2022-06-28,1.0357900857925415
2022-06-28,2022-06-29,0.71446692943573
2022-06-29,2022-06-30,0.386881947517395
2022-06-30,2022-07-01,0.2555032968521118
2022-07-01,2022-07-04,0.566462516784668
2022-07-04,2022-07-05,0.277898371219635
2022-07-05,2022-07-06,0.7400864362716675
2022-07-06,2022-07-07,0.9836623668670654
2022-07-07,2022-07-08,0.5297024846076965
2022-07-08,2022-07-11,0.09335650503635406
2022-07-11,2022-07-12,0.5127074718475342
2022-07-12,2022-07-13,0.8991869688034058
2022-07-13,2022-07-14,0.6392065286636353
2022-07-14,2022-07-15,0.5675303339958191
2022-07-15,2022-07-18,-0.06313793361186981
2022-07-18,2022-07-19,0.07174091041088104
2022-07-19,2022-07-20,-0.2786480486392975
2022-07-20,2022-07-21,0.23635198175907135
2022-07-21,2022-07-22,0.24954308569431305
2022-07-22,2022-07-25,0.29417556524276733
2022-07-25,2022-07-26,-0.241774782538414
2022-07-26,2022-07-27,0.18488337099552155
2022-07-27,2022-07-28,0.22249121963977814
2022-07-28,2022-07-29,0.18221993744373322
2022-07-29,2022-08-01,0.13784338533878326
2022-08-01,2022-08-02,0.14557360112667084
2022-08-02,2022-08-03,0.7107857465744019
2022-08-03,2022-08-04,-0.676418662071228
2022-08-04,2022-08-05,-0.38406020402908325
2022-08-05,2022-08-08,0.15676997601985931
2022-08-08,2022-08-09,-0.027263715863227844
2022-08-09,2022-08-10,0.08529011905193329
2022-08-10,2022-08-11,0.054643794894218445
2022-08-11,2022-08-12,-0.39520251750946045
2022-08-12,2022-08-15,-0.25147128105163574
2022-08-15,2022-08-16,-0.23779268562793732
2022-08-16,2022-08-17,-0.02672494947910309
2022-08-17,2022-08-18,-0.7501281499862671
2022-08-18,2022-08-19,-0.5058128237724304
2022-08-19,2022-08-22,0.06387276947498322
2022-08-22,2022-08-23,0.16553376615047455
2022-08-23,2022-08-24,-0.048623040318489075
2022-08-24,2022-08-25,0.1396753042936325
2022-08-25,2022-08-26,0.27133291959762573
2022-08-26,2022-08-29,0.4043349623680115
2022-08-29,2022-08-30,0.32163429260253906
2022-08-30,2022-08-31,0.06114406883716583
2022-08-31,2022-09-01,-0.10890622437000275
2022-09-01,2022-09-02,1.212896466255188
2022-09-02,2022-09-05,-1.399092674255371
