signal_date,available_date,SVM
2025-12-31,2026-01-05,-0.6610117554664612
2026-01-05,2026-01-06,-1.3414815664291382
2026-01-06,2026-01-07,-1.073346734046936
2026-01-07,2026-01-08,-2.0657854080200195
2026-01-08,2026-01-09,-2.4444823265075684
2026-01-09,2026-01-12,-2.6382107734680176
2026-01-12,2026-01-13,-3.301727533340454
2026-01-13,2026-01-14,-1.77019464969635
2026-01-14,2026-01-15,-1.3791991472244263
2026-01-15,2026-01-16,-1.5376887321472168
2026-01-16,2026-01-19,-1.43521249294281
2026-01-19,2026-01-20,-0.9373615384101868
2026-01-20,2026-01-21,-0.911057710647583
2026-01-21,2026-01-22,-2.1481919288635254
2026-01-22,2026-01-23,-3.7496957778930664
2026-01-23,2026-01-26,-2.8472371101379395
2026-01-26,2026-01-27,-2.242656707763672
2026-01-27,2026-01-28,-1.985155463218689
2026-01-28,2026-01-29,-1.4602394104003906
2026-01-29,2026-01-30,-0.5984681844711304
2026-01-30,2026-02-02,0.22164538502693176
2026-02-02,2026-02-03,0.5759541988372803
2026-02-03,2026-02-04,-0.8713549375534058
2026-02-04,2026-02-05,0.10267815738916397
2026-02-05,2026-02-06,-0.11635830253362656
2026-02-06,2026-02-09,1.672074794769287
2026-02-09,2026-02-10,0.32333478331565857
2026-02-10,2026-02-11,1.147566795349121
2026-02-11,2026-02-12,0.44700881838798523
2026-02-12,2026-02-13,-0.6278847455978394
2026-02-13,2026-02-24,1.0000580549240112
2026-02-24,2026-02-25,-0.4480758607387543
2026-02-25,2026-02-26,-2.692533254623413
2026-02-26,2026-02-27,-1.3779361248016357
2026-02-27,2026-03-02,-0.16038969159126282
2026-03-02,2026-03-03,0.12142950296401978
2026-03-03,2026-03-04,0.9765612483024597
2026-03-04,2026-03-05,0.36239808797836304
2026-03-05,2026-03-06,0.10800248384475708
2026-03-06,2026-03-09,0.28185418248176575
2026-03-09,2026-03-10,-0.8404609560966492
2026-03-10,2026-03-11,-0.8708183765411377
2026-03-11,2026-03-12,-1.0365891456604004
2026-03-12,2026-03-13,-0.7585147023200989
2026-03-13,2026-03-16,-0.8915045857429504
2026-03-16,2026-03-17,-1.4292771816253662
2026-03-17,2026-03-18,-0.7346607446670532
2026-03-18,2026-03-19,-1.1642327308654785
2026-03-19,2026-03-20,-1.44793701171875
2026-03-20,2026-03-23,-1.9842524528503418
2026-03-23,2026-03-24,-0.025627851486206055
2026-03-24,2026-03-25,-1.4251692295074463
2026-03-25,2026-03-26,-0.5715376138687134
2026-03-26,2026-03-27,-0.8081103563308716
2026-03-27,2026-03-30,-0.6848015189170837
2026-03-30,2026-03-31,-1.4540143013000488
2026-03-31,2026-04-01,-1.1679987907409668
2026-04-01,2026-04-02,-0.7857672572135925
2026-04-02,2026-04-03,-0.5776287913322449
2026-04-03,2026-04-07,-0.4873352646827698
2026-04-07,2026-04-08,-0.7152859568595886
2026-04-08,2026-04-09,-0.9055236577987671
2026-04-09,2026-04-10,-0.6957041621208191
2026-04-10,2026-04-13,-0.7971424460411072
2026-04-13,2026-04-14,-0.48415160179138184
2026-04-14,2026-04-15,-0.6718274354934692
2026-04-15,2026-04-16,-0.7258188128471375
2026-04-16,2026-04-17,-0.5881257057189941
2026-04-17,2026-04-20,-1.325129747390747
2026-04-20,2026-04-21,-0.8866583704948425
2026-04-21,2026-04-22,-1.3603556156158447
2026-04-22,2026-04-23,-1.113175868988037
2026-04-23,2026-04-24,-0.28344812989234924
2026-04-24,2026-04-27,-0.24354156851768494
2026-04-27,2026-04-28,-0.3754856288433075
2026-04-28,2026-04-29,-0.2678549885749817
2026-04-29,2026-04-30,-0.17638671398162842
2026-04-30,2026-05-06,0.27548277378082275
2026-05-06,2026-05-07,-1.220608115196228
2026-05-07,2026-05-08,-2.2564761638641357
2026-05-08,2026-05-11,-1.4861114025115967
2026-05-11,2026-05-12,-2.115399122238159
2026-05-12,2026-05-13,-4.08495569229126
2026-05-13,2026-05-14,-2.7951791286468506
2026-05-14,2026-05-15,-3.63179087638855
2026-05-15,2026-05-18,-3.713538885116577
2026-05-18,2026-05-19,-2.3064935207366943
2026-05-19,2026-05-20,-0.9792234301567078
2026-05-20,2026-05-21,-1.185765027999878
2026-05-21,2026-05-22,-4.805229187011719
2026-05-22,2026-05-25,-6.199029922485352
2026-05-25,2026-05-26,-3.068991184234619
2026-05-26,2026-05-27,-2.1846392154693604
2026-05-27,2026-05-28,-3.567431688308716
2026-05-28,2026-05-29,-2.4385690689086914
2026-05-29,2026-06-01,-1.3549708127975464
2026-06-01,2026-06-02,-1.2230346202850342
2026-06-02,2026-06-03,-1.9388349056243896
2026-06-03,2026-06-04,-2.8760085105895996
2026-06-04,2026-06-05,-4.144468307495117
2026-06-05,2026-06-08,-0.5417044758796692
2026-06-08,2026-06-09,-3.1692559719085693
2026-06-09,2026-06-10,-3.560063600540161
2026-06-10,2026-06-11,-0.8430963158607483
2026-06-11,2026-06-12,-1.0050767660140991
2026-06-12,2026-06-15,-1.9432952404022217
2026-06-15,2026-06-16,-5.114576816558838
2026-06-16,2026-06-17,-3.762836217880249
2026-06-17,2026-06-18,-3.0037412643432617
2026-06-18,2026-06-22,-1.847090244293213
2026-06-22,2026-06-23,-1.95013427734375
2026-06-23,2026-06-24,-2.244948625564575
2026-06-24,2026-06-25,-2.0916974544525146
2026-06-25,2026-06-26,-3.7944278717041016
2026-06-26,2026-06-29,-3.201702356338501
2026-06-29,2026-06-30,0.07190628349781036
2026-06-30,2026-07-01,-2.408533811569214
2026-07-01,2026-07-02,-0.0401252806186676
2026-07-02,2026-07-03,1.1544017791748047
2026-07-03,2026-07-06,0.334664911031723
2026-07-06,2026-07-07,-0.5768183469772339
2026-07-07,2026-07-08,-0.9325908422470093
2026-07-08,2026-07-09,1.0389400720596313
2026-07-09,2026-07-10,0.12044009566307068
2026-07-10,2026-07-13,0.5726233720779419
2026-07-13,2026-07-14,2.1918206214904785
2026-07-14,2026-07-15,0.013239234685897827
2026-07-15,2026-07-16,0.8622661828994751
2026-07-16,2026-07-17,2.1426637172698975
2026-07-17,2026-07-20,2.8921499252319336
2026-07-20,2026-07-21,3.603361129760742
2026-07-21,2026-07-22,0.975129246711731
2026-07-22,2026-07-23,2.893531084060669
