signal_date,available_date,SVM
2020-01-02,2020-01-03,1.1414915323257446
2020-01-03,2020-01-06,1.399059772491455
2020-01-06,2020-01-07,1.3791733980178833
2020-01-07,2020-01-08,1.3460853099822998
2020-01-08,2020-01-09,1.541522741317749
2020-01-09,2020-01-10,2.1115901470184326
2020-01-10,2020-01-13,2.0451974868774414
2020-01-13,2020-01-14,1.8317166566848755
2020-01-14,2020-01-15,1.8480998277664185
2020-01-15,2020-01-16,1.5364255905151367
2020-01-16,2020-01-17,1.3225847482681274
2020-01-17,2020-01-20,0.9965891242027283
2020-01-20,2020-01-21,1.3495732545852661
2020-01-21,2020-01-22,1.2790321111679077
2020-01-22,2020-01-23,1.2334535121917725
2020-01-23,2020-02-03,0.6054620146751404
2020-02-03,2020-02-04,0.8385487198829651
2020-02-04,2020-02-05,0.35101011395454407
2020-02-05,2020-02-06,0.5659799575805664
2020-02-06,2020-02-07,0.09399133920669556
2020-02-07,2020-02-10,0.011941250413656235
2020-02-10,2020-02-11,0.07871958613395691
2020-02-11,2020-02-12,0.816735565662384
2020-02-12,2020-02-13,1.1488864421844482
2020-02-13,2020-02-14,1.4008618593215942
2020-02-14,2020-02-17,0.769589900970459
2020-02-17,2020-02-18,1.6011215448379517
2020-02-18,2020-02-19,1.0866444110870361
2020-02-19,2020-02-20,0.4029574692249298
2020-02-20,2020-02-21,0.020149078220129013
2020-02-21,2020-02-24,0.4398696720600128
2020-02-24,2020-02-25,0.3654763996601105
2020-02-25,2020-02-26,0.4152991473674774
2020-02-26,2020-02-27,0.337703138589859
2020-02-27,2020-02-28,0.4130895435810089
2020-02-28,2020-03-02,0.45536115765571594
2020-03-02,2020-03-03,0.4900144636631012
2020-03-03,2020-03-04,0.6606894135475159
2020-03-04,2020-03-05,0.26781758666038513
2020-03-05,2020-03-06,-0.5449279546737671
2020-03-06,2020-03-09,-0.14033052325248718
2020-03-09,2020-03-10,-0.52574622631073
2020-03-10,2020-03-11,-0.7069688439369202
2020-03-11,2020-03-12,-1.0503811836242676
