period,IC_mean,IC_std,ICIR,t_stat,p_value,timing_IC_mean,IC_half_life,IC_positive_rate,quintile_monotonicity,top_5%_cumulative_return,bottom_5%_cumulative_return,top_10%_cumulative_return,bottom_10%_cumulative_return,top_15%_cumulative_return,bottom_15%_cumulative_return,top_20%_cumulative_return,bottom_20%_cumulative_return,top_25%_cumulative_return,bottom_25%_cumulative_return,top_30%_cumulative_return,bottom_30%_cumulative_return,top_20%_sharpe_ratio,bottom_20%_sharpe_ratio,top_5%_max_drawdown,bottom_5%_max_drawdown,top_10%_max_drawdown,bottom_10%_max_drawdown,top_15%_max_drawdown,bottom_15%_max_drawdown,top_20%_max_drawdown,bottom_20%_max_drawdown,top_25%_max_drawdown,bottom_25%_max_drawdown,top_30%_max_drawdown,bottom_30%_max_drawdown,top_20%_bottom_20%_win_rate,top_20%_selection_rank_efficiency,top_20%_return_capture_rank_efficiency
5,0.0601,0.1238,0.4855,11.0573,0.0,0.0372,7.0121,0.6945,0.8949,1.4185,-0.5,1.6086,-0.406,1.6645,-0.2402,1.6489,-0.1264,1.6715,-0.0953,1.573,-0.0227,0.7957,0.0545,-0.2305,-0.6951,-0.2095,-0.6557,-0.2148,-0.5789,-0.2144,-0.5191,-0.2107,-0.5263,-0.2209,-0.4968,0.5994,0.2152,0.196
