period,IC_mean,IC_std,ICIR,t_stat,p_value,timing_IC_mean,IC_half_life,IC_positive_rate,quintile_monotonicity,top_5%_cumulative_return,bottom_5%_cumulative_return,top_10%_cumulative_return,bottom_10%_cumulative_return,top_15%_cumulative_return,bottom_15%_cumulative_return,top_20%_cumulative_return,bottom_20%_cumulative_return,top_25%_cumulative_return,bottom_25%_cumulative_return,top_30%_cumulative_return,bottom_30%_cumulative_return,top_20%_sharpe_ratio,bottom_20%_sharpe_ratio,top_5%_max_drawdown,bottom_5%_max_drawdown,top_10%_max_drawdown,bottom_10%_max_drawdown,top_15%_max_drawdown,bottom_15%_max_drawdown,top_20%_max_drawdown,bottom_20%_max_drawdown,top_25%_max_drawdown,bottom_25%_max_drawdown,top_30%_max_drawdown,bottom_30%_max_drawdown,top_20%_bottom_20%_win_rate,top_20%_selection_rank_efficiency,top_20%_return_capture_rank_efficiency
5,0.0518,0.1498,0.3459,7.6673,0.0,0.0364,5.9399,0.6445,0.9663,1.1075,0.1426,1.1523,0.2628,1.1603,0.4511,1.1282,0.3545,0.9852,0.3806,0.9302,0.3021,0.653,0.3065,-0.2723,-0.472,-0.1955,-0.5267,-0.1931,-0.513,-0.205,-0.516,-0.2233,-0.4981,-0.2304,-0.492,0.5016,0.2139,0.1873
