year,period,IC_mean,IC_std,ICIR,t_stat,p_value,timing_IC_mean,IC_half_life,IC_positive_rate,quintile_monotonicity,top_5%_cumulative_return,bottom_5%_cumulative_return,top_10%_cumulative_return,bottom_10%_cumulative_return,top_15%_cumulative_return,bottom_15%_cumulative_return,top_20%_cumulative_return,bottom_20%_cumulative_return,top_25%_cumulative_return,bottom_25%_cumulative_return,top_30%_cumulative_return,bottom_30%_cumulative_return,top_20%_sharpe_ratio,bottom_20%_sharpe_ratio,top_5%_max_drawdown,bottom_5%_max_drawdown,top_10%_max_drawdown,bottom_10%_max_drawdown,top_15%_max_drawdown,bottom_15%_max_drawdown,top_20%_max_drawdown,bottom_20%_max_drawdown,top_25%_max_drawdown,bottom_25%_max_drawdown,top_30%_max_drawdown,bottom_30%_max_drawdown,top_20%_bottom_20%_win_rate,top_20%_selection_rank_efficiency,top_20%_return_capture_rank_efficiency
2020,5,0.0737,0.1156,0.64,5.6959,0.0,0.0507,8.8798,0.7426,1.0,0.4495,-0.0981,0.4439,-0.0409,0.3942,0.006,0.3555,0.0227,0.3101,0.0364,0.3114,0.0538,1.4084,0.226,-0.1363,-0.2329,-0.1217,-0.1988,-0.1138,-0.2034,-0.1156,-0.1937,-0.1189,-0.1797,-0.116,-0.1671,0.6458,0.2165,0.1982
2021,5,0.0502,0.1227,0.4133,3.5094,0.000538,0.0414,5.7945,0.6962,0.2795,0.1369,-0.1052,0.2295,-0.0482,0.195,0.0252,0.1909,0.0661,0.1773,0.0318,0.1751,0.0514,1.2119,0.494,-0.1546,-0.1744,-0.1232,-0.1329,-0.1193,-0.1101,-0.1107,-0.1054,-0.097,-0.0946,-0.0896,-0.0994,0.5417,0.2097,0.1932
2022,5,0.0921,0.0999,0.9244,9.2807,0.0,0.0556,10.3571,0.8178,1.0,-0.1381,-0.4674,-0.0244,-0.405,0.0267,-0.3512,0.0068,-0.3085,0.0036,-0.2878,0.0028,-0.2774,0.1353,-1.6092,-0.2417,-0.4596,-0.1949,-0.4011,-0.1743,-0.3494,-0.1748,-0.3142,-0.183,-0.292,-0.1853,-0.2894,0.6875,0.2174,0.1984
2023,5,0.051,0.1085,0.4702,4.1243,5.2e-05,0.0271,6.1121,0.678,0.5689,-0.0259,-0.1933,-0.0217,-0.1689,-0.0328,-0.1518,-0.0336,-0.1404,-0.0051,-0.1177,-0.004,-0.12,-0.2745,-0.8559,-0.1169,-0.3492,-0.1035,-0.288,-0.1167,-0.2534,-0.1204,-0.2337,-0.1021,-0.21,-0.1019,-0.2035,0.5208,0.2107,0.1928
2024,5,0.0582,0.1384,0.4236,3.857,0.000148,0.0283,5.3784,0.6907,1.0,0.2947,-0.1717,0.2491,-0.0672,0.2439,-0.0712,0.2299,-0.0222,0.2137,-0.008,0.2089,-0.0062,0.7059,0.1648,-0.1376,-0.3728,-0.1613,-0.296,-0.1579,-0.2688,-0.164,-0.2448,-0.1709,-0.2308,-0.1771,-0.2237,0.6042,0.2133,0.1978
2025,5,0.0579,0.1519,0.3864,3.357,0.000918,0.0522,4.7811,0.6456,-0.1676,0.5099,0.4622,0.4187,0.3809,0.3846,0.3565,0.3585,0.3682,0.3595,0.4131,0.343,0.4098,2.3781,1.5723,-0.0708,-0.2186,-0.074,-0.1898,-0.0677,-0.1804,-0.0697,-0.1756,-0.0742,-0.1616,-0.0827,-0.1556,0.5,0.2133,0.1891
2026,5,0.0552,0.1679,0.3299,2.0566,0.041801,0.0145,3.9722,0.5873,0.0151,-0.0402,0.084,-0.0586,-0.0267,-0.0298,-0.0658,-0.0344,-0.0548,-0.0332,-0.0458,-0.0322,-0.018,-0.393,-0.2257,-0.1089,-0.1598,-0.1138,-0.192,-0.0976,-0.1963,-0.0966,-0.1932,-0.0968,-0.1808,-0.0941,-0.1681,0.4615,0.2126,0.184
